,Unnamed: 0.1,Unnamed: 0,run,hr,min,sec,AoA,rounded_AoA,AoS,dPb,pBar,temp,B1,B2,B3,B4,B5,B6,rpmWT,rho,q,V,rounded_v,Re,rpsM1,rpsM2,iM1,iM2,dPtQ,pInf,nu,rounded_J,J_M1,J_M2,FX,FY,FZ,MX,MY,MZ,CFX,CFY,CFZ,CMX,CMY,CMZ,CN,CT,CL,CD,CYaw,CMroll,CMpitch,CMpitch25c,CMyaw,delta_e,CL_strut_cor,CD_strut_cor,CMpitch25c_strut_cor,Drag coefficient,Thrust coefficient,CL_thrust_cor,V cor,q cor,CDbcor,CMbcor,CL cor,CLa,CM25ca,dAoA,dCD,dCM25c,AoA cor,CD cor,CM cor,CT cor
0,0,0.0,65.0,10.0,28.0,22.0,-4.994,-5,-0.005,417.93,100736.0,286.54,-570.8,21.2,-565.7,-607.8,-48.9,-39.1,0.0,1.2247343376561788,979.499554647908,39.99412246757025,40,453605.09454468766,123.02,123.03,13.09,12.28,0.0,100736.0,1.4546167645736304e-05,1.6,1.5999143947038514,1.5997843520805313,-5.2436403316632685,-0.1473812917766228,-73.2131096576883,-0.8557165777158547,4.52482589150298,0.2513060672653869,-0.0246507100516561,-0.0006928494825791,-0.3441798109710013,-0.0028804322074253,0.1289341825413884,0.0008459227142762,-0.3407273629651139,-0.0545184731345669,-0.3441798109710013,-0.0246507704203166,0.0006906982996769,-0.0029903991514251,0.1358820583403832,0.2210638990816617,0.0011030299345165,0,-0.3669798109710013,-0.0307507704203166,0.21976389908166172,0.03355374346814875,0.06448420897483341,-0.3613596418423045,40.233453441966496,990.9662962852982,0.03316548393928404,0.21722095099004524,-0.3571782507428108,6.940408779554848,-4.742987431698183,-0.0007271533552499076,0.00011812936780287136,0.006106561234849832,-5.00072715335525,0.033283613307086915,0.22332751222489508,0.06421304696044076
1,1,46.0,111.0,11.0,8.0,17.0,-3.994,-4,-0.005,416.8,100714.0,287.34,-672.7,21.9,-309.4,-355.9,-271.2,-40.0,0.0,1.221057755314085,976.830781050432,39.99968422333736,40,451326.4478480881,123.03,123.03,11.57,11.69,0.0,100714.0,1.4621641071803442e-05,1.6,1.6000068250164865,1.6000068250164865,-6.174082197292369,-0.1472335818916674,-47.489231484851686,-0.9124206301034244,2.616406889334628,0.2585741515708951,-0.02910407841963,-0.0006940461070079,-0.2238600447900125,-0.0030796950539901,0.0747577787515082,0.0008727658159069,-0.2212892094953076,-0.04462569657702,-0.2238600447900125,-0.0291041388757585,0.0006915062943975,-0.0032065695247456,0.0829608496439919,0.1382831520178188,0.0010939901813517,0,-0.24346004479001251,-0.035904138875758496,0.1390831520178188,0.030668981239829286,0.06679658832573848,-0.23880055033027098,40.23277657372441,988.2330281106875,0.030315122087953512,0.13747840858573768,-0.23604526610525745,6.940408779554848,-4.742987431698183,-0.0003493347260671773,2.726398748442469e-05,0.002933678131012077,-4.000349334726067,0.030342386075437936,0.14041208671674976,0.06646919564924189
2,2,33.0,98.0,10.0,59.0,43.0,-2.994,-3,-0.005,417.63,100719.0,286.79999999999995,-745.0,18.6,-59.3,-103.4,-462.3,-36.1,0.0,1.2234175522320183,978.7910191616756,40.00116429069415,40,452877.49037520576,123.02,123.02,11.21,11.14,0.0,100719.0,1.4572103157859285e-05,1.6,1.6001960939507849,1.6001960939507849,-6.8327446716174665,-0.1516217355047416,-21.347060653944325,-0.8664867976683797,0.8090508762398496,0.2345274335908957,-0.0321444498623476,-0.0007133000732808,-0.1004266299821752,-0.0029187972583023,0.0230704623313995,0.0007900155339975,-0.0986105996586996,-0.0373459944502941,-0.1004266299821752,-0.0321445119871247,0.0007104949381366,-0.003074320845065,0.0321304709397764,0.0567831208544512,0.0009495131900317,0,-0.11912662998217521,-0.039244511987124704,0.059183120854451196,0.02831734852234611,0.06752768187686839,-0.11559250417828,40.23256287051833,990.2056281085214,0.027990919899221076,0.05850088661781298,-0.11426001000239645,6.9777811816137865,-4.669607815845648,4.170857241920287e-05,3.886480611789359e-07,-0.0003464400594860778,-2.9999582914275806,0.027991308547282254,0.058154446558326904,0.06720119446214959
3,3,39.0,104.0,11.0,3.0,28.0,-1.994,-2,-0.005,417.25,100717.0,287.11,-790.5,14.9,182.0,139.0,-625.0,-32.6,0.0,1.2220723296049087,977.8935528363936,40.00482121523746,40,452040.86894458113,123.03,123.03,11.18,11.17,0.0,100717.0,1.4600407350574258e-05,1.6,1.600212307191154,1.600212307191154,-7.245303617840329,-0.1672031143415962,4.328116861311564,-0.8557102814880087,-0.906128571582962,0.2129563960048022,-0.0341166034644294,-0.0007873241275857,0.0203801875661205,-0.0028851415339616,-0.0258623915677363,0.0007180109393658,0.021554928655231,-0.0333868196725485,0.0203801875661205,-0.0341166720415144,0.0007843468892913,-0.0030801867067796,-0.0162465256126505,-0.0216352577764583,0.0008247507719802,0,0.0027801875661204976,-0.041616672041514396,-0.017135257776458298,0.02659489934052436,0.06815455315364867,0.005158747169166686,40.23237974618792,989.2886897358853,0.02628856558581987,-0.016937885047752635,0.0050993260610185534,6.83878620191732,-4.493042131809997,0.00043376915315970993,4.2036174297113704e-05,-0.0034929792046288145,-1.9995662308468403,0.026330601760116985,-0.02043086425238145,0.06789009447215796
4,4,45.0,110.0,11.0,7.0,50.0,-0.994,-1,-0.005,417.22,100710.0,287.23999999999995,-804.6,-9.3,406.7,381.9,-754.9,-25.0,0.0,1.221434342561601,977.82270080094,40.01381797858296,40,451747.422818022,123.03,123.03,11.38,11.14,0.0,100710.0,1.4613177131717457e-05,1.6,1.6005721821010528,1.6005721821010528,-7.369409215064066,-0.4590077347457456,29.817922187255828,-0.8613506652384888,-2.515950383339401,0.1641052729235398,-0.0347035048908046,-0.0021615270237816,0.1404164673531525,-0.0029043692736992,-0.071814542457192,0.000553342943317,0.140997363181834,-0.032262379506401,0.1404164673531525,-0.0347036933874804,0.0021584985634433,-0.0035034741162744,-0.0620332565929772,-0.0972825973884358,0.0006140369015807,0,0.1235164673531525,-0.042503693387480404,-0.0913825973884358,0.025597147257892357,0.06834911435938633,0.12470932387658087,40.23232293152241,989.2142182115236,0.025302377587904455,-0.09033026066499403,0.12327320578603154,6.770864556929854,-4.334273291159121,0.0008235917129411377,0.00015154087518116932,-0.0064415631571957885,-0.9991764082870589,0.025453918463085624,-0.09677182382218982,0.06820586374681745
5,5,38.0,103.0,11.0,3.0,0.0,0.006,0,-0.005,417.4,100718.0,287.02,-801.8,-30.3,628.5,615.4,-860.0,-13.6,0.0,1.2224676686868654,978.247814263068,40.00559647049257,40,452306.1443035533,123.03,123.03,11.33,11.28,0.0,100718.0,1.4592127058522603e-05,1.6,1.600243317778447,1.600243317778447,-7.338638875602282,-0.6529184764642326,55.15787167377585,-0.8711753751844534,-3.983510305563861,0.0906562413884785,-0.0345435853649469,-0.0030733417341294,0.2596327031496686,-0.0029362204590686,-0.1136547261723606,0.0003055489380089,0.2596290843302792,-0.0345707738485857,0.2596327031496686,-0.0345438534330758,0.0030703272259305,-0.003802482925623,-0.1039185141011995,-0.1688257851837694,0.0003051507412534,0,0.24343270314966858,-0.0425438534330758,-0.1623257851837694,0.025419065376681593,0.06804514626535901,0.24343270314966858,40.232411699019444,989.6486512475805,0.025126235572596186,-0.16045577827482227,0.24062833761871985,6.723953758214418,-4.099122713584476,0.0012117866211159628,0.0003280636870621215,-0.009054114795389968,0.0012117866211159628,0.02545429925965831,-0.16950989307021225,0.06808038014833573
6,6,47.0,112.0,11.0,8.0,47.0,1.001,1,-0.005,416.97,100715.0,287.42999999999995,-776.0,-23.9,840.8,823.5,-929.6,-14.8,0.0,1.220687538272233,977.2322704113608,40.01397000986698,40,451240.85909787146,123.04,123.03,11.95,12.08,0.0,100715.0,1.4629637492713454e-05,1.6,1.600448177416656,1.6005782634263626,-7.096822431530347,-0.5649439948650223,79.22383408204504,-0.8441757544388908,-5.228934139246942,0.0995214731569662,-0.0334400501544331,-0.0026620020023043,0.3733007286979273,-0.0028481773622955,-0.1493433238477798,0.0003357770054606,0.3726595665272684,-0.0399564572559047,0.3733007286979272,-0.0334402823306007,0.0026590837972857,-0.0036037873434429,-0.139918146451336,-0.2330830380831531,0.0002727681128701,0,0.35890072869792716,-0.0416402823306007,-0.2259830380831531,0.026155086337826726,0.06759769128935308,0.35772098631532334,40.23254241384754,988.6276959558438,0.025853609512737317,-0.2233782426729832,0.3535977123245881,6.505194356661514,-3.700170245466792,0.0015914363583561214,0.0005658279634118901,-0.010969849410168285,1.001591436358356,0.026419437476149207,-0.2343480920831515,0.06786208269576738
7,7,34.0,99.0,11.0,0.0,31.0,2.001,2,-0.005,416.98,100717.0,286.96,-732.4,-24.0,1049.4,1030.1,-976.8,-13.7,0.0,1.2227111323977744,977.2558875158858,39.98132773290784,40,452195.3133508748,123.03,123.03,10.84,11.23,0.0,100717.0,1.4586849276845415e-05,1.6,1.5992725564706003,1.5992725564706003,-6.691865964262897,-0.5522187827402179,103.51813776884391,-0.8623459362749765,-6.370689623207012,0.0932148645040993,-0.031531143364877,-0.002601978237512,0.4877630933263988,-0.0029094117012239,-0.1819485473449197,0.0003144914425963,0.4863646930319422,-0.0485431105840804,0.4877630933263988,-0.0315313703102516,0.0025992266162647,-0.0036515467627463,-0.1730614009933384,-0.2946525742513239,0.0001867988344223,0,0.47476309332639877,-0.0398313703102516,-0.28735257425132393,0.0278991023209656,0.06737277447804856,0.4724118174056638,40.2326081389523,988.6548186427303,0.027577432978075966,-0.2840394743288362,0.46696503287726043,6.495469002374841,-3.5276745690142626,0.0019651858585223443,0.0008628059185212418,-0.013109459463162946,2.001965185858522,0.02844023889659721,-0.29714893379199914,0.06791424090039472
8,8,42.0,107.0,11.0,5.0,38.0,3.005,3,-0.005,417.58,100713.0,287.12,-648.9,-8.5,1256.0,1224.2,-990.2,-20.0,0.0,1.2219812332763669,978.6729307237704,40.0222516015584,40,452191.86648658046,123.02,123.03,11.59,11.58,0.0,100713.0,1.4601891307299103e-05,1.6,1.6010396652086534,1.6009095311222346,-5.92050363197935,-0.3817469577787513,127.75005124079962,-0.8863350581131015,-7.474513772244697,0.1351805272763362,-0.0278561990259386,-0.0017961342302016,0.6010689417899816,-0.0029860172139954,-0.2131649572019999,0.0004554162421414,0.5987821418350567,-0.0593277947350399,0.6010689417899817,-0.0278563556621504,0.0017937033114151,-0.0035113353226981,-0.2053136048207203,-0.3550091402794845,0.0002707149353375,0,0.5902689417899817,-0.0360563556621504,-0.3484091402794845,0.030744465044439215,0.067429719244568,0.586739942954124,40.23259149729274,990.087571486903,0.0303900145553679,-0.34439235904779036,0.5799754648785694,6.449223899029067,-3.444398903701478,0.0023279487103439966,0.0012107449610798187,-0.01531346928522953,3.002327948710344,0.03160075951644772,-0.3597058283330199,0.0682871888488682
9,9,35.0,100.0,11.0,1.0,5.0,4.001,4,-0.005,417.24,100717.0,286.96,-563.8,24.6,1453.8,1405.3,-1004.8,-39.8,0.0,1.2227111323977744,977.8699354819876,39.99388667371316,40,452337.35701212473,123.02,123.03,11.84,11.4,0.0,100717.0,1.4586849276845415e-05,1.6,1.5999049620681824,1.5997749202115563,-5.134960288267611,-0.0968459060996593,150.61101382064115,-0.8590775971377544,-8.622555091760747,0.2650717363865581,-0.0241800267177907,-0.0004560379176346,0.709212561292326,-0.0028965648442062,-0.2461077698552825,0.0008937463569858,0.7057969571862789,-0.0736056112907457,0.709212561292326,-0.0241800664225358,0.0004539278105036,-0.0030800879638476,-0.2392925575510715,-0.4157417968476412,0.0006766584456532,0,0.700512561292326,-0.032380066422535804,-0.40984179684764116,0.034783985765291764,0.06750544504455308,0.6958036194874901,40.232569368370264,989.2741223496934,0.03438300178652477,-0.405117209059632,0.6877825115654369,6.201695559163984,-3.493699698767926,0.002679114544468602,0.0016035718327982978,-0.01789444264223866,4.002679114544469,0.03598657361932307,-0.42301165170187066,0.06871096949555759
